,机构名称,学校机构办学类型,经度,纬度
401,上海市金山区石化第一小学,小学,121.3438521420166,30.71898711342613
402,上海市金山区吕巷小学,小学,121.17239961344204,30.827758415100355
403,上海市普陀区恒德小学,小学,121.34207199558871,31.28757340207902
404,上海市虹口区幸福四平实验小学,小学,121.48985071756175,31.27346256953987
405,上海市虹口区广灵路小学,小学,121.47393931347297,31.283402071384117
406,上海市虹口区第六中心小学,小学,121.46220597433542,31.278671483554945
407,上海市静安区景凤路小学,小学,121.4533856729078,31.32109228873951
408,上海市浦东新区泥城小学,小学,121.82599046757394,30.902666739543317
409,上海市虹口区广中路小学,小学,121.47250410349194,31.276495932420655
410,上海市闵行区马桥实验小学,小学,121.39098316216365,31.03043394009613
411,上海市闵行区景东小学,小学,121.45454055245388,31.04581497081733
412,闵行区虹桥中心小学,小学,121.3812571902171,31.174227207886446
413,上海市闵行区莘松小学,小学,121.35955631948836,31.118171204111857
414,上海市浦东新区梅园小学,小学,121.51908590629463,31.241964221478156
415,上海市浦东新区明珠森兰小学,小学,121.58694502093805,31.29533950271405
416,上海市浦东新区周浦第三小学,小学,121.59036393669774,31.07284788237444
417,上海市浦东新区祝桥小学,小学,121.75195229762446,31.113429502302065
418,松江区岳阳小学,小学,121.22633038251833,31.010771289525675
419,上海市普陀区曹杨新村第六小学,小学,121.40337901481378,31.237770326319865
420,上海市虹口区第四中心小学,小学,121.48487791777393,31.286169515986796
421,上海市虹口区红旗小学,小学,121.477346372799,31.3010496183059
422,上海市浦东新区新场小学,小学,121.64442557847032,31.02752410712625
423,上海市浦东新区龚路中心小学,小学,121.68036541440352,31.26924695618076
424,上海市浦东新区园西小学,小学,121.66831775790556,31.195127076088426
425,上海市浦东新区莲溪小学,小学,121.55411994840979,31.18679936526374
426,上海市松江区九亭第二小学,小学,121.32800270880782,31.117478064469342
427,上海市普陀区长征中心小学,小学,121.3666187429469,31.241067906294813
428,上海市普陀区真光小学,小学,121.37496914161359,31.254181103104763
429,上海市普陀区桃浦中心小学,小学,121.33964584213486,31.291321248220733
430,上海市普陀区华阴小学,小学,121.43681357696778,31.265182361507897
431,华东师范大学附属小学,小学,121.40544658669472,31.228495220051826
432,上海市浦东新区东港小学,小学,121.74571265054388,31.146045195704904
433,上海市浦东新区南汇外国语小学,小学,121.74961219364042,31.05183789723845
434,上海市浦东新区大团小学,小学,121.73672692588332,30.97508937362679
435,上海市浦东新区书院小学,小学,121.8658054928666,30.928858748692583
436,上海市浦东新区盐仓小学,小学,121.7614595014789,31.083818844860577
437,上海市浦东新区福山唐城外国语小学,小学,121.64860409365413,31.22158720080272
438,上海市宝山区中环实验小学,小学,121.40068464211683,31.291801526457494
439,上海市浦东新区由由小学,小学,121.52533565970116,31.192240809052336
440,上海闵行区民办塘湾小学,小学,121.44068562579265,31.059131113911565
441,上海闵行区浦江文馨学校,小学,121.53245109045365,31.069050266507944
442,上海市奉贤区青村小学,小学,121.57776894104111,30.930351292865
443,上海市长宁区天山第二小学,小学,121.39253098297172,31.211485538653267
444,上海市奉贤区头桥小学,小学,121.6377639059762,30.95043161974935
445,上海市奉贤区南桥小学,小学,121.45432617219237,30.91444995746919
446,上海闵行区民办弘梅小学,小学,121.42819272310459,31.115777132496618
447,上海市民办扬波外国语小学,小学,121.44248380447603,31.266299186417104
448,上海闵行区民办双江小学,小学,121.40411750613914,31.004646980647014
449,上海市闵行区马桥文来外国语小学,小学,121.37864618363376,31.027286506609304
450,上海闵行区民办华星小学,小学,121.38560125338425,31.069596484713887
451,上海市宝山区罗泾中心校,小学,121.32909418381436,31.487747830076366
452,上海市嘉定区绿地小学,小学,121.3629135312101,31.249288890347945
453,闵行区梅陇中心小学,小学,121.405702989135,31.133206363440635
454,上海市闵行区浦江第一小学,小学,121.4903392997223,31.086646754765443
455,上海市闵行区昆阳路小学,小学,121.36565690064043,31.00146494528074
456,上海奉贤区民办星光小学,小学,121.40810011467511,30.960801422456836
457,上海市奉贤区西渡小学,小学,121.41848875178559,30.984919349425585
458,上海市长宁区虹桥机场小学,小学,121.34881900788278,31.18617808207068
459,上海市长宁区北新泾第二小学,小学,121.36498687974611,31.22068636673249
460,上海市长宁区北新泾第三小学,小学,121.3614394771137,31.219176733835624
461,上海市长宁区适存小学,小学,121.36519803928945,31.215276671706828
462,上海市长宁区绿苑小学,小学,121.35638647148373,31.213661598677966
463,上海市杨浦区杨浦小学分校,小学,121.52474623689969,31.270161192437534
464,上海市杨浦区控江二村小学,小学,121.5237243165984,31.289248519289742
465,上海市杨浦区教师进修学院实验小学,小学,121.52070627084242,31.27844978898609
466,上海市杨浦区凤城新村小学,小学,121.51325531268247,31.285245041133948
467,上海市宝山区江湾中心校,小学,121.48240054458967,31.317103073086766
468,上海市宝山区宝虹小学,小学,121.36834760492975,31.35268151842228
469,上海市宝山区月浦新村第三小学,小学,121.42192044209163,31.41591598513284
470,上海市宝山区罗店中心校,小学,121.34044629217432,31.427312262042406
471,上海市宝山区罗阳小学,小学,121.3369836692878,31.417348106873607
472,上海市宝山区红星小学,小学,121.4494137035304,31.33661676554224
473,上海市宝山区泗塘新村小学,小学,121.44752953279833,31.340645316059987
474,上海市宝山区虎林路小学,小学,121.44778686169423,31.344347571713705
475,上海市宝山区水产路小学,小学,121.48943268960286,31.385285854097404
476,上海市宝山区同泰路小学,小学,121.4906002389548,31.38106460582808
477,上海市静安区彭浦新村第一小学,小学,121.47469279377596,31.307427587140623
478,上海市静安区市西小学,小学,121.43715263192964,31.226430359084993
479,上海市嘉定安亭镇民办杨林小学,小学,121.23980030657167,31.27883559939852
480,上海市静安区第一中心小学,小学,121.44450551031795,31.23205943419399
481,上海市青浦区凤溪小学,小学,121.22311715167055,31.2100720389497
482,上海市嘉定区城中路小学,小学,121.23750768212268,31.387377197880376
483,闵行区北桥中心小学,小学,121.41475130975961,31.038695585228435
484,上海市松江区九亭小学,小学,121.30907549290583,31.140676437333763
485,上海市闵行区鑫都小学,小学,121.39250908527411,31.060835927959275
486,上海市崇明区竞存小学,小学,121.52517336739035,31.581651852300777
487,上海市崇明区新民小学,小学,121.52657362161102,31.619974311570292
488,上海市崇明区竖新小学,小学,121.57569295762109,31.568061121410036
489,上海市闵行区吴泾实验小学,小学,121.46998331497548,31.047870136579466
490,上海市闵行区浦汇小学,小学,121.50391019243816,31.036965843797233
491,上海闵行区民办振兴小学,小学,121.33943747250713,31.13899297595786
492,上海市松江区九亭第四小学,小学,121.31025835742899,31.146843975567627
493,上海市闵行区田园外语实验小学,小学,121.39056046882033,31.097749531759636
494,上海民办新金童小学,小学,121.49406652333536,31.171306192205897
495,上海市嘉定区南苑小学,小学,121.24293774335223,31.369957538065403
496,上海浦东新区民办联营小学,小学,121.51900643530377,31.13693625398632
497,上海浦东新区民办唐四小学,小学,121.68332469052207,31.236706941794505
498,上海市奉贤区奉城第二小学,小学,121.63702089608537,30.916000183735292
499,上海浦东新区民办淮安小学,小学,121.75804178437517,30.958620233200698
500,上海市宝山区淞南第二小学,小学,121.47116866886905,31.334848560156914
501,宝山区通河第四小学,小学,121.4424840954628,31.33213315848381
502,上海市宝山区第二中心小学,小学,121.42800517386621,31.337400514254075
503,上海市宝山区高境镇第三小学,小学,121.44351031046216,31.322596633956064
504,上海市宝山区菊泉学校,小学,121.36701310084415,31.356606773531762
505,上海市宝山区泰和新城小学,小学,121.39749698624915,31.353202606974445
506,上海市宝山区顾村中心校,小学,121.38978729518371,31.355238290706456
507,上海市宝山区盛桥中心校,小学,121.39864535514724,31.452006337127145
508,上海市宝山区杨行中心校,小学,121.43840035807247,31.374719341534497
509,上海市浦东新区崂山小学,小学,121.51267133143939,31.23713427763979
510,上海师范大学附属外国语小学,小学,121.24145832602402,31.031682448581222
511,上海市普陀区金沙江路小学,小学,121.39382605926001,31.230316386757366
512,上海市普陀区朝春中心小学,小学,121.40219719423996,31.243343527812645
513,上海市浦东新区锦绣小学,小学,121.53290875672248,31.197793353336877
514,上海市嘉定区普通小学,小学,121.25076450297621,31.391262576306236
515,上海市浦东新区老港小学,小学,121.83541527356405,31.037771458450198
516,上海市浦东新区周浦第二小学,小学,121.59665200992528,31.10017145386225
517,上海市浦东新区澧溪小学,小学,121.57466375904679,31.110599037227743
518,上海市浦东新区建平实验小学,小学,121.56825482760117,31.260511869024086
519,上海市浦东新区荡湾小学,小学,121.76246074564895,31.045657306767314
520,上海市浦东新区石笋小学,小学,121.64101456298107,31.024606526721435
521,上海市浦东新区坦直小学,小学,121.64500553177581,31.07636490124701
522,上海市浦东新区惠南第二小学,小学,121.76283686259362,31.049040579196
523,上海市虹口区曲阳第三小学,小学,121.49077026611565,31.282266634516787
524,上海市虹口区曲阳第四小学,小学,121.49122163033995,31.28527874256289
525,上海市虹口区多伦同心小学,小学,121.47278362667971,31.26959063151099
526,上海市嘉定区金鹤小学,小学,121.30794935643209,31.241082639852124
527,上海市嘉定区华江小学,小学,121.3351697783765,31.26637390587992
528,上海市黄浦区董家渡路第二小学,小学,121.49175869904491,31.22475800840683
529,上海市虹口区张桥路小学,小学,121.49119782070527,31.27026994818507
530,上海市虹口区第三中心小学,小学,121.48121361587928,31.26761654292378
531,上海市华东师大一附中实验小学,小学,121.49916889059388,31.26595367401133
532,上海大学附属小学,小学,121.38125903178315,31.313559578400994
533,上海市虹口区柳营路小学,小学,121.46452355331864,31.273775524474004
534,上海市虹口区凉城第三小学,小学,121.46366073456598,31.298593119357275
535,上海市虹口区凉城第二小学,小学,121.47018050163608,31.298958358179448
536,上海市虹口区第一中心小学,小学,121.48395565215253,31.251053804736294
537,上海市虹口区崇明路小学,小学,121.48054595680223,31.248065164789807
538,上海市虹口区四川北路第一小学,小学,121.48041533987748,31.261686778921465
539,上海市虹口区中州路第一小学,小学,121.47784809365658,31.254288606339234
540,上海市虹口区保定路第一小学,小学,121.50627082651228,31.260295253143088
541,上海市虹口区丰镇第一小学,小学,121.47469279377596,31.307427587140623
542,上海市虹口区凉城第四小学,小学,121.46495927777882,31.30446319511457
543,上海市虹口区第二中心小学,小学,121.49155687125835,31.261311876606456
544,上海市普陀区新普陀小学,小学,121.38512673011385,31.239858081165604
545,上海市宝山区通河新村小学,小学,121.44432277164934,31.339437164800312
546,上海市浦东新区竹园小学,小学,121.52612677693185,31.233149274868083
547,上海市金山区山阳小学,小学,121.36742275808484,30.764653181131614
548,上海市金山区钱圩小学,小学,121.24316959402417,30.77788562342225
549,上海市金山区金山小学,小学,121.33780589025812,30.755011552992585
550,上海市金山区学府小学,小学,121.30794920349354,30.749168034508397
551,上海市金山区漕泾小学,小学,121.39177683187359,30.799479262828758
552,上海市金山区松隐小学,小学,121.23540372672949,30.894270034897872
553,上海市金山区朱泾第二小学,小学,121.15771184004844,30.899711391570712
554,上海市金山区兴塔小学,小学,121.07403327683258,30.87463491367485
555,上海市金山区朱行小学,小学,121.33026246533274,30.85030617764858
556,上海市金山区枫泾小学,小学,121.014038914194,30.893324822637638
557,上海市金山区第二实验小学,小学,121.33591595932276,30.732059906700847
558,上海市金山区亭林小学,小学,121.31571992410505,30.89153607562834
559,上海市金山区张堰小学,小学,121.28941174367367,30.80403152925024
560,上海市金山区金卫小学,小学,121.31355140291014,30.73072613301176
561,上海市金山区廊下小学,小学,121.18883389166668,30.78925045965956
562,上海市金山区石化第五小学,小学,121.32238951510274,30.729887727722208
563,上海市金山区海棠小学,小学,121.34881817563279,30.74205189173132
564,上海市虹口区外国语第一小学,小学,121.46912855383044,31.293315741738056
565,上海市金山区教师进修学院附属小学,小学,121.34276207537877,30.71110095253456
566,上海市金山区朱泾小学,小学,121.15810236699032,30.90266937534551
567,上海市松江区中山第二小学,小学,121.25197297499825,31.06164249627397
568,上海市松江区泗泾第三小学,小学,121.24136738904069,31.11401462210899
569,上海市宝山区长江路小学,小学,121.48341547677053,31.34795496849293
570,上海市静安区大宁路小学,小学,121.45060573370378,31.279917248640427
571,上海市静安区闸北实验小学,小学,121.44801393895051,31.269270116829976
572,上海市大宁国际小学,小学,121.44953322460121,31.287980576138725
573,上海市静安区阳曲路小学,小学,121.45591866311966,31.31064516100844
574,上海市陈鹤琴小学,小学,121.4509503953339,31.224920374843947
575,上海市静安小学,小学,121.42668992267907,31.236019147002953
576,上海市静安区威海路第三小学,小学,121.45652765785027,31.226481532837983
577,上海市静安区第三中心小学,小学,121.45833862772547,31.241264110452445
578,上海市闵行区浦江汇秀小学,小学,121.53853882180262,31.044495832049233
579,上海市静安区蕃瓜弄小学,小学,121.4561064623262,31.249617957517636
580,上海市静安区闸北第一中心小学,小学,121.47170471424205,31.250058152963003
581,上海市七宝外国语小学,小学,121.36572186668126,31.13941152122735
582,上海市浦东新区康桥实验小学,小学,121.54976733166643,31.123477702230712
583,上海外国语大学附属民办外国语小学,小学,121.59016165286154,31.269340959714885
584,上海市嘉定区新成路小学,小学,121.26961777482632,31.38597356198679
585,上海市宝山区淞兴路第一小学,小学,121.49620087744442,31.37563403761648
586,上海市嘉定区曹王小学,小学,121.30313960762415,31.43976315174794
587,上海市嘉定区叶城小学,小学,121.23780668817332,31.364571324411447
588,上海市嘉定区迎园小学,小学,121.26047239896428,31.387191940674352
589,上海市嘉定区安亭小学,小学,121.14894229028708,31.30422293800337
590,上海市嘉定区清水路小学,小学,121.22885153830023,31.382806665594455
591,上海市嘉定区紫荆小学,小学,121.16317523133962,31.294191883161343
592,上海市宝山区广育小学,小学,121.4812190521187,31.402999525283793
593,上海市嘉定区第一中学附属小学,小学,121.24292078570377,31.39295158698956
594,上海同济黄渡小学,小学,121.20548220114219,31.27849497601329
595,上海市嘉定区古猗小学,小学,121.32020749665078,31.303040342007183
596,上海市宝山区海滨小学,小学,121.48865361235809,31.376940058061848
597,上海市宝山区美罗家园第一小学,小学,121.33913468944505,31.38629178155281
598,上海市嘉定区外冈小学,小学,121.16955568542443,31.35908617403239
599,上海市宝山区通河新村第二小学,小学,121.44839120563273,31.335041123149207
600,上海市宝山区大场中心小学,小学,121.40392654495571,31.30247593600117
601,上海市宝山区大华小学,小学,121.41895085939598,31.278017056588126
602,上海市宝山区行知小学,小学,121.40904862390347,31.283933391788626
603,上海市宝山区祁连镇中心校,小学,121.37421938733812,31.31802967146968
604,上海市宝山区实验小学,小学,121.48569796339882,31.41329090123502
605,上海市宝山区乐业小学,小学,121.42970355590546,31.41107498814407
606,上海市宝山区月浦新村第二小学,小学,121.41745099582883,31.41767713787833
607,上海市宝山区宝林路第三小学,小学,121.48732515797997,31.408611969835913
608,上海市宝山区第一中心小学,小学,121.49515704476619,31.39988976258818
609,上海市宝山区泗东小学,小学,121.48144371051953,31.369482113583274
610,上海市宝山区永清路小学,小学,121.4920989389184,31.389133683629108
611,上海市宝山区和衷小学,小学,121.49482109167175,31.385116024007473
612,上海市宝山区第三中心小学,小学,121.43794760876341,31.337885764184374
613,上海市宝山区呼玛路小学,小学,121.44073822417145,31.342690121340574
614,上海市宝山区月浦中心校,小学,121.4115363489716,31.420771904808177
615,宝山区共富新村小学,小学,121.42486597493917,31.35328603166861
616,上海市宝山区虎林路第三小学,小学,121.45464014981535,31.332703955698193
617,上海市宝山区淞南中心校,小学,121.49103253482184,31.34890224522016
618,上海市长宁区愚园路第一小学,小学,121.4214309663945,31.219306764857322
619,上海市长宁区法华镇路第三小学,小学,121.4180829161428,31.208774503961664
620,上海市长宁区复旦小学,小学,121.42689199177734,31.204284415531124
621,上海市长宁区长宁路小学,小学,121.40262329362872,31.220554155279416
622,上海市长宁区天山第一小学,小学,121.40008261579757,31.21082338929683
623,上海市长宁区古北路小学,小学,121.39711902104875,31.21552002538955
624,上海市长宁区玉屏南路小学,小学,121.40210368516442,31.214509921794026
625,上海市长宁区江苏路第五小学,小学,121.43211880537157,31.21575524655629
626,上海市长宁区愚一小学向红分校,小学,121.43036303877308,31.223307070848314
627,上海市长宁区新虹桥小学,小学,121.38362674012158,31.205093300129384
628,上海市长宁区威宁小学,小学,121.38011897235258,31.210480023196336
629,上海市长宁实验小学,小学,121.38346729563345,31.211459318378015
630,上海市长宁区安顺路小学,小学,121.41186272492136,31.201846068889928
631,上海市长宁区哈密路小学,小学,121.3666520563616,31.19096274131499
632,上海市嘉定区望新小学,小学,121.14140177117227,31.349077820276218
633,上海市嘉定区实验小学,小学,121.24831944592833,31.400527343463175
634,上海市嘉定区南翔小学,小学,121.30448967542875,31.30115835243816
635,上海市嘉定区德富路小学,小学,121.24737134964606,31.357202666471455
636,海丰农场学校,小学,121.36716737748678,31.793305629770543
637,上海市嘉定区江桥小学,小学,121.3329403857376,31.258883335719936
638,上海浦东新区民办寿春小学,小学,121.51827159628697,31.12929732355222
639,上海浦东新区民办新农小学,小学,121.55452550188969,31.35918254507011
640,上海市奉贤区金水苑小学,小学,121.48690787039827,30.95854725940363
641,上海市崇明区育才小学,小学,121.59796219273865,31.615969596045595
642,上海市崇明区港沿小学,小学,121.65706413058876,31.5926336833049
643,上海市崇明区登瀛小学,小学,121.67567760789356,31.53744134644074
644,上海市浦东新区洋泾实验小学,小学,121.54542156779843,31.245332099421333
645,上海浦东新区民办竹林小学,小学,121.5221833378358,31.35972142715165
646,上海市浦东新区傅雷小学,小学,121.58759047747931,31.12442856110576
647,上海市虹口区四川北路第二小学,小学,121.47924056191574,31.258193899077845
648,上海市浦东新区林苑小学,小学,121.51606764420225,31.146714806569825
649,上海市崇明区明珠小学,小学,121.40454062769733,31.64511587037655
650,上海浦东新区民办新苗小学,小学,121.73352827193249,31.225602260298412
651,上海市浦东新区新时代小学,小学,121.53542177517598,31.15466035936604
652,上海市青浦区香花桥小学,小学,121.13073473156805,31.187812322555878
653,上海市浦东新区六灶小学,小学,121.6888388371008,31.118294117882524
654,上海中医药大学附属闵行区蔷薇小学,小学,121.42887977583045,31.11659462321303
655,上海市松江区九亭第五小学,小学,121.33893842846352,31.117191694847484
656,上海市浦东新区高东镇中心小学,小学,121.61651871890751,31.33059779623366
657,上海市浦东新区进涛小学,小学,121.55671613083493,31.26274708727055
658,上海市崇明区向化小学,小学,121.71840809982561,31.522551274248862
659,上海市七宝实验小学,小学,121.3788233497377,31.16181838910889
660,上海市崇明区东门小学,小学,121.4055577324887,31.62599404116549
661,上海市浦东新区逸夫小学,小学,121.73922784311138,31.04686740659061
662,上海市闵行区平南小学,小学,121.3880154492631,31.156095841575713
663,华东师范大学附属紫竹小学,小学,121.4604596966437,31.033661382332603
664,上海市黄浦区卢湾二中心小学,小学,121.45815624063144,31.216321268826164
665,松江区中山永丰实验学校,小学,121.21040763499424,31.009569636796346
666,上海市普陀区真如文英中心小学,小学,121.3997671291231,31.250324046285876
667,上海市宝山区淞滨路小学,小学,121.49049035876276,31.375037123725278
668,上海市青浦区金泽小学,小学,120.92010318036172,31.034715958196045
669,上海市松江区九亭第三小学,小学,121.31651651239903,31.15642118080662
670,上海市浦东新区学前小学,小学,121.58003638110017,31.351659627602892
671,上海市青浦区朱家角小学,小学,121.05115693325503,31.106467289644034
672,上海市浦东新区高桥镇小学,小学,121.57456470821703,31.351615700435133
673,闵行区黎明小学,小学,121.34479433017881,31.148968122778797
674,闵行区花园学校,小学,121.361358858583,31.112580766246623
675,上海市浦东新区上南实验小学,小学,121.48833274376139,31.173912718711676
676,上海市嘉定区徐行小学,小学,121.26649869277094,31.414493216021068
677,上海市嘉定南翔镇民办天宇小学,小学,121.29515959379636,31.29178395190182
678,上海市嘉定区留云小学,小学,121.31757860654146,31.313252419213637
679,上海市浦东新区东荷小学,小学,121.58973712177752,31.27376301491272
680,上海闵行区华博利星行小学,小学,121.26981052929806,31.245490290328995
681,闵行区罗阳小学,小学,121.39534193041467,31.125891037373247
682,上海闵行区华虹小学,小学,121.35932483791144,31.17431178704011
683,上海市闵行区浦江第三小学,小学,121.51345509130043,31.033780620890695
684,上海市闵行区浦江第二小学,小学,121.5269671720616,31.068654600569662
685,上海市闵行区江川路小学,小学,121.41124813615566,31.018865779304306
686,上海市闵行区鹤北小学,小学,121.4111486109398,31.01253443830739
687,闵行区汽轮小学,小学,121.40878856352225,31.00655366935555
688,上海市闵行区丽江小学,小学,121.39948525122534,31.00686384187672
689,上海市闵行区碧江路小学,小学,121.39572637968332,31.016502195011725
690,闵行区航华第一小学,小学,121.34634937043292,31.18118777214608
691,闵行区龙柏第一小学,小学,121.3603382075338,31.185284803834993
692,闵行区航华第二小学,小学,121.34696369703617,31.174652041261826
693,闵行区平阳小学,小学,121.3863319476954,31.137377517928044
694,闵行区新梅小学,小学,121.38280614032058,31.126716230548325
695,闵行区实验小学,小学,121.40170178889902,31.108762641789816
696,上海市闵行区黄浦一中心世博小学,小学,121.49779901925909,31.075708293071607
697,上海市闵行区福山实验学校,小学,121.40703516175523,31.023108147662416
698,上海交通大学附属实验小学,小学,121.43018465977873,31.015945901927683
699,上海市青浦区沈巷小学,小学,121.05819044483145,31.074845965059282
700,上海市普陀区洵阳路小学,小学,121.42044096674104,31.251091136299998
701,上海市普陀区树德小学,小学,121.3830553515671,31.26000229507472
702,上海市普陀区中山北路第一小学,小学,121.42350596248882,31.25100349520557
703,上海市普陀区平利路第一小学,小学,121.4257703282099,31.272765765992347
704,上海市普陀区回民小学,小学,121.42615084207071,31.23896011368073
705,上海市普陀区陆家宅小学,小学,121.41801139561655,31.248328031466485
706,上海市普陀区联建小学,小学,121.34659473213266,31.286577902733903
707,上海市普陀区真如第三小学,小学,121.39462540536137,31.25922224061726
708,上海市普陀区沪太新村第一小学,小学,121.43449573781426,31.267861361004485
709,上海市崇明区合兴小学,小学,121.70281959582618,31.581843158683675
710,松江区实验小学,小学,121.21847880859916,31.009980208133793
711,上海市松江区第二实验小学,小学,121.1972954372664,31.04274503504974
712,松江区方塔小学,小学,121.24451934096219,31.007270022777007
713,松江区中山小学,小学,121.23704968405063,31.007668536073865
714,上海市松江区泗泾第二小学,小学,121.22988602364806,31.112510314103137
715,松江区泗泾小学,小学,121.2653569757702,31.118654719028463
716,上海市青浦瀚文小学,小学,121.10315379649653,31.152686019124257
717,上海市青浦区逸夫小学,小学,121.10538300782302,31.15948346449727
718,上海市青浦佳禾小学,小学,121.11790166472433,31.159781537460844
719,上海市青浦区徐泾小学,小学,121.26961001567463,31.171781036928085
720,上海市青浦区华新小学,小学,121.2285510823956,31.244752746986695
721,上海市青浦区赵屯小学,小学,121.07921291344412,31.257203103547138
722,上海市青浦区重固小学,小学,121.18150129569995,31.199921161832926
723,上海市青浦区庆华小学,小学,121.11124154345933,31.15560007182925
724,上海市青浦区淀山湖小学,小学,120.9857368311886,31.054483203566747
725,上海市青浦区商榻小学,小学,120.91991352965321,31.119536086048548
726,上海市虹口区复兴实验小学,小学,121.46682266173684,31.310395826129447
727,上海市宝山区大华第二小学,小学,121.41055420814003,31.277113036782307
728,上海市日新实验小学,小学,121.38158451344297,31.15604138910378
729,上海市浦东新区新城小学,小学,121.6913348337753,31.198573938570156
730,上海浦东新区民办豫息小学,小学,121.6813731476344,31.178817540348675
731,上海金山区民办查山小学,小学,121.309612031885,30.75557263940607
732,上海市崇明区海洪小学,小学,121.2808788619256,31.742846734363926
733,上海戏剧学院闵行附属学校,小学,121.53093196770332,31.051182765172808
734,上海市崇明区长兴小学,小学,121.70273525919217,31.38780920831854
735,上海市崇明区横沙小学,小学,121.84264481550368,31.343567458468772
736,上海市崇明区新村小学,小学,121.32656291072377,31.830547033564354
737,上海市崇明区绿华小学,小学,121.21450201317654,31.767400977915408
738,上海市崇明区裕安小学,小学,121.84535746431618,31.533890001791033
739,上海市崇明区实验小学,小学,121.38953884878443,31.622614133544754
740,上海市崇明区堡镇小学,小学,121.61276171005662,31.533516357677566
741,上海市崇明区北堡小学,小学,121.63158139665666,31.55949567122328
742,上海市崇明区堡镇第二小学,小学,121.61898832460376,31.53611338009679
743,上海市崇明区长江小学,小学,121.53594561262945,31.67516978846075
744,上海市第一师范附属小学崇明区江帆小学,小学,121.42808275591565,31.628813257438626
745,上海市崇明区庙镇小学,小学,121.34571377739879,31.717548865588746
746,上海市黄浦区光明小学,小学,121.48914226644764,31.225397893038277
747,上海市浦东新区香山小学,小学,121.56688631904235,31.241377809433565
748,上海市宝山区通河新村第三小学,小学,121.44396841741748,31.333815453713935
749,上海市浦东新区花木中心小学,小学,121.54469514173287,31.204056970701345
750,上海市浦东新区上南二村小学,小学,121.49301109830415,31.17874323782403
751,上海市浦东新区明珠小学,小学,121.52179452084314,31.16339395969975
752,上海市浦东新区华林小学,小学,121.5588631114573,31.19419636514895
753,上海市浦东新区第二中心小学,小学,121.5451765455577,31.238094882170728
754,上海市浦东新区昌邑小学,小学,121.51172471143943,31.240912823220263
755,上海市浦明师范学校附属小学,小学,121.52187504962565,31.2200120566675
756,上海市浦东新区海桐小学,小学,121.5484201671793,31.207300852484565
757,上海市浦东新区莱阳小学,小学,121.57704342021404,31.27987877303724
758,上海市浦东新区临沂二村小学,小学,121.50617486062089,31.196533641687566
759,上海市浦东新区沪新小学,小学,121.58053959205513,31.27005420103022
760,上海市浦东新区华高小学,小学,121.61095480328868,31.282679046738828
761,上海市浦东新区金新小学,小学,121.59691116803093,31.268004497516305
762,上海市浦东新区北蔡镇中心小学,小学,121.54910260818542,31.185596871718424
763,上海市浦东新区东波小学,小学,121.57785661718492,31.287606165537277
764,上海市浦东新区罗山小学,小学,121.55788753039226,31.25036639087782
765,上海市浦东新区万德小学,小学,121.55216601804254,31.25436901042256
766,上海市浦东新区张江镇中心小学,小学,121.61792864949419,31.207995672167726
767,上海外高桥保税区实验小学,小学,121.58256439870709,31.340640787540018
768,上海市浦东新区金桥镇中心小学,小学,121.59482229925561,31.264108399041206
769,上海市浦东新区杨园中心小学,小学,121.62741297862298,31.320227390338296
770,上海市浦东新区高行镇高南小学,小学,121.5798177741018,31.33250118037358
771,上海市浦东新区金茂小学,小学,121.58525984193808,31.26144312503635
772,上海市第六师范学校第二附属小学,小学,121.54096253909903,31.248902041726215
773,上海市浦东新区尚博实验小学,小学,121.51127480756656,31.14963653497369
774,上海市浦东新区浦东南路小学,小学,121.51012072015772,31.209630825957156
775,上海市浦东新区绿晨小学,小学,121.5316470919393,31.14808366063943
776,上海市浦东新区航城实验小学,小学,121.58580903801939,31.081310993291908
777,上海市浦东新区云台小学,小学,121.50244621138636,31.176680527285207
778,上海市浦东新区白玉兰小学,小学,121.50450931961265,31.19181504940148
779,上海市浦东新区东方小学,小学,121.50852811403983,31.126237060751205
780,上海市浦东新区上南五村小学,小学,121.49623350701975,31.18097176894401
781,上海市浦东新区南码头小学,小学,121.50417328406277,31.201719170699963
782,上海市浦东新区大桥小学,小学,121.48801060977813,31.161941925756338
783,上海市浦东新区联丰小学,小学,121.50433568737147,31.15633164695374
784,上海市浦东新区世博家园实验小学,小学,121.53244192751126,31.16690978490371
785,上海市浦东新区浦三路小学,小学,121.51229834220914,31.19775592241162
786,上海市浦东新区凌兆小学,小学,121.49295638711791,31.149362286603235
787,上海市第六师范附属小学,小学,121.58351452319378,31.31147593033488
788,上海市浦东新区三林镇中心小学,小学,121.49508177557928,31.140552334579375
789,上海市浦东新区晨阳小学,小学,121.74366416227528,31.180570389201215
790,上海市浦东新区江镇中心小学,小学,121.73926394931486,31.17605544237772
791,上海市浦东新区临港第一小学,小学,121.91698123183913,30.88471686231843
792,上海市浦东新区实验小学,小学,121.69641444829668,31.188544513199314
793,上海市浦东新区观澜小学,小学,121.69271341331275,31.17634074566405
794,上海市长宁区开元小学,小学,121.42184201415161,31.21332105542507
795,上海市浦东新区德州二村小学,小学,121.4856324592586,31.17016262531103
796,上海市浦东新区金陆小学,小学,121.57497327390178,31.25406524864591
797,上海市浦东新区育童小学,小学,121.5360831432963,31.17330926008732
798,上海市浦东新区潼港小学,小学,121.56706022871488,31.342169367166356
