,地址,经度,纬度
星巴克咖啡(文通大厦店),昆明路739号文通大厦1层101单元,121.51148481196243,31.265385295033088
星巴克咖啡(三号湾店),国定路333号三号湾广场1层,121.50482946496491,31.298413113437796
星巴克咖啡(中原城市广场店),国和路701号5座,121.5173878290421,31.317277158635175
星巴克咖啡(绿色米兰广场店),国权路73号绿色米兰广场1层,121.51388105577956,31.290321762794655
星巴克咖啡(政立路店),政立路477号创智科技中心1层,121.5042653965821,31.310840593383233
星巴克咖啡(同济联合广场店),彰武路48号同济联合广场A区1层,121.50277633671632,31.28395286376907
星巴克咖啡(东方商厦),四平路2500号悠迈生活广场1层,121.51155209527374,31.30041002595376
星巴克咖啡(尚浦中心店),江湾城路99号尚浦商务中心6幢1层109a,121.5058252881498,31.31888616254364
星巴克咖啡(宝地广场店),大连路688号宝地广场A座102单元,121.50698910514528,31.26356495067268
星巴克咖啡(时尚中心店),杨树浦路2866号上海国际时尚中心1层,121.55416188971047,31.272976456729285
星巴克咖啡(北美广场店),昆明路508号安莉芳大厦1层,121.50816339930813,31.262038063172252
星巴克咖啡(创智店),淞沪路252-256号A1-24,121.50944609631352,31.307501133867042
星巴克咖啡(百联又一城购物中心),淞沪路8号百联又一城1层6号,121.5114123373375,31.303595369766576
星巴克咖啡(七宝万科广场1F店),漕宝路3366号L1层151B单元七宝万科广场,121.34962365927123,31.160465890086606
星巴克咖啡(漫游城步行街店),,121.39278253610055,31.135504255849256
星巴克咖啡10,顾戴路2337号丰树商业城塔楼E楼1层102铺位,121.35643455099134,31.131064742364014
星巴克咖啡(百联南方购物中心),沪闵路7388号百联南方购物中心2F层,121.39647017750933,31.133544809316156
星巴克咖啡(万辉国际广场店),虹梅南路863号6幢1层01室,121.41772064122605,31.126797337383938
星巴克咖啡(万达广场颛桥店),颛桥镇颛兴东路1559号万达广场(颛桥店)F1层1001A,121.4007766641675,31.073488298601145
星巴克咖啡(红松路店),红松路227号和235号102A室,121.36536855266546,31.183498052799397
星巴克咖啡(新地中心店),申滨南路绍虹路218号新地中心1层,121.30801911687489,31.195461168680865
星巴克咖啡(兴梅路店),兴梅路1234号1-2层、兴梅路1238、1236号1-2层,121.40661464256173,31.107485749393195
星巴克咖啡(吴泾宝龙店),剑川路438号吴泾宝龙广场1层底商,121.44680860144261,31.040706832183243
星巴克咖啡(龙吴路店),108-109单元,121.46309173435039,31.044697657718448
星巴克咖啡(怡丰城店),七莘路1507号地上一层01-026号,121.35882522876197,31.13335799920317
星巴克咖啡(尼克互盛大楼店),虹许路528号尼克互盛大楼7号楼,121.38848527981298,31.189998318900408
星巴克咖啡(新华联购物中心店),申滨路473号新华联购物中心南区1层L1-09号,121.30473953893464,31.203274249408874
星巴克(龙湖虹桥天街购物中心B馆),申滨南路1126号龙湖虹桥天街购物中心B馆F1层B-L1-23,121.30883651623067,31.193244770084007
星巴克咖啡(宝燕商城店)11,春申路3333号1楼149室,121.39143949261704,31.105675866487783
星巴克咖啡(七宝万科广场),漕宝路3366号七宝万科广场F5层,121.34630459456787,31.15653353335146
星巴克咖啡(宝龙城2店),漕宝路3299号,121.3509072591644,31.159543267004796
星巴克咖啡(永德弘基广场店),永德路419号弘基时尚生活中心1层,121.45187147967269,31.043137398217862
星巴克咖啡(虹桥综合交通枢纽),虹桥路2550号虹桥综合交通枢纽F5层3F-C4,121.31737113934204,31.19642819956406
星巴克咖啡(1699广场店),古北路1699号一层102单元,121.39824723184971,31.190337305383064
星巴克咖啡(虹桥天地店),申长路988号地下一层18室,121.3097829631653,31.198719325887623
星巴克咖啡(浦江生活广场店),江月路浦江生活广场1层,121.4998456247941,31.084652354440692
星巴克咖啡(近铁虹桥中心店),合川路625号附近,121.37528218169601,31.180998561402042
星巴克咖啡(虹桥天地南区购物中心),申长路688号虹桥天地B1层18室,121.31130993418766,31.194585534991106
星巴克咖啡(万象城吴中路店),吴中路1799号万象城(吴中路店)F2层,121.36457367789114,31.172555608952525
星巴克咖啡(虹桥综合交通枢纽)12,虹桥路2550号虹桥综合交通枢纽F3层,121.32480436235328,31.194460933141244
星巴克咖啡(虹桥火车站出发区店),虹桥路2550号虹桥综合交通枢纽F4层2F-北1,121.31716758927092,31.196568517914635
星巴克咖啡(凯德龙之梦购物中心莘庄店),沪闵公路6088号凯德龙之梦1层01-27号,121.3744992281005,31.109660106904883
星巴克咖啡(诺宝中心店),漕宝路1688号诺宝中心大酒店1层(漕宝路星东路),121.36803386908308,31.15952712583985
星巴克咖啡(新骏环路店),浦江镇新骏环路188号8幢102-2室,121.51560957380394,31.092936876834273
星巴克咖啡(丽婴房大厦店),七莘路1855号丽婴房大楼1层(华中路),121.35700293324358,31.138238038345527
星巴克咖啡(十尚坊店),龙茗路1025号814单元,121.38182074400186,31.139774836518935
星巴克咖啡(虹桥西航站一店),申达一路1号虹桥机场T2候机楼C3-M2-S28(近6号出口),121.31885184446618,31.195597784502596
星巴克咖啡(龙盛广场店),都市路3759号龙盛国际商业广场内,121.39461834830517,31.08757732952111
星巴克咖啡(华漕旭辉店),保乐路69号5号楼118单元,121.28676306203002,31.20974714572939
星巴克咖啡(申北路店),申北路8号2幢1层A8103/A8106,121.38137507162718,31.093962236969805
星巴克咖啡(虹桥天地一店),申长路900号虹桥天地广场2号楼1层103单元,121.31010341240288,31.19688663616171
星巴克咖啡(古美文创街店),文化创意街古美路569号1层,121.39998216875182,31.146874766502954
星巴克咖啡(万源城店),万源路930-936号,121.38931034583642,31.150675185370012
星巴克咖啡(虹桥机场T2到达店),迎宾大道8000号虹桥机场T2航站楼到达区1层,121.32186491941138,31.196230700781058
星巴克咖啡(老闵行生活广场店),鹤庆路900号老闵行生活广场A4单元,121.39937712125763,31.008235026209462
星巴克咖啡(乐虹坊店),虹井路288号乐虹坊1层103单元,121.36674899214641,31.178621825550856
星巴克咖啡(虹桥国际商务广场店),合川路2679号(虹桥国际商务广场B座103室),121.37877873699694,31.169329541832596
星巴克咖啡(畹町路店),畹町路118-122号,121.39764141642826,31.107526978373787
星巴克咖啡(银杏广场),陈行路2388号浦江科技广场1号楼银杏广场F1层,121.50229723428247,31.098781745859803
星巴克咖啡(虹桥综合交通枢纽)13,虹桥路2550号T2航站楼3层出发区,121.32321390277093,31.195497473708784
星巴克咖啡(新都会店),莲花南路1500号梅陇镇新都会15-B单元,121.40863939912958,31.09981889932818
星巴克咖啡(莘庄仲盛店),都市路5001号仲盛世界商城F1层GF12,121.38249895511406,31.108416448421846
星巴克咖啡(南方商城店),沪闵路7388号百联南方购物中心1F层,121.39656716912984,31.133589779931246
星巴克咖啡(汇宝广场店),漕宝路3459号汇宝购物广场C区1层,121.3455130694599,31.158085085491557
星巴克咖啡(吴中路店),吴中路1169号-1号,121.3803655670481,31.17829176827498
星巴克咖啡(金丰路店),金丰路447号,121.28027698156153,31.205207942363153
星巴克咖啡(虹梅路店),虹梅路3188-1号,121.38282462799643,31.189931254057875
星巴克咖啡(七莘路店),七莘路3655号凯德七宝购物广场F1层,121.33735356294821,31.167100020370597
星巴克咖啡(纬地路店),罗泾镇纬地街路61号甲,121.40160763763477,31.32822867621799
星巴克咖啡(龙湖宝山天街),龙湖宝山天街,121.35861791895579,31.35931597142859
星巴克咖啡(宝山同济创园店),淞良路10号101-1,121.48733640661904,31.335947737303037
星巴克咖啡(殷高西路地铁站店),殷高西路10弄2号101102-1室,121.47993951033149,31.32224498403853
星巴克咖啡(北翼生活广场店),水产路2449号北翼生活广场B栋1层,121.43829372368212,31.367927286890385
星巴克咖啡(宝山购物中心店),共和新路5219号宝山购物中心1层,121.43981037288334,31.32894829597621
星巴克咖啡(朗香嘉年华店),华秋路58弄21号一层、22号一层,121.37682028411301,31.32208380688321
星巴克咖啡(场北路店),场北路38号,121.43339261925328,31.33704449386701
星巴克咖啡(宝乐汇店),牡丹江路1569号宝乐汇1F层F127,121.4805217391507,31.401583888873237
星巴克咖啡(宝山宝龙广场店),杨南路2211号宝山宝龙城市广场F1层,121.35388559131904,31.39028546656635
星巴克咖啡(顾村公园店),陆翔路111弄119号绿地正大缤纷城1层,121.36678119689525,31.347809014286728
星巴克咖啡(武威东路店),华灵路1788弄枫庭丽苑南门,121.40339647611431,31.27837655744028
星巴克咖啡(菊盛路店),菊盛路936-940号,121.36385903608499,31.36435916112418
星巴克咖啡(北上海生活广场店),蕴川路1555号北上海广场1层1330-1389,121.42855541477422,31.36782803442846
星巴克咖啡(吴淞口国际邮轮港店),宝杨路1号客运大楼1层上海吴淞口国际邮轮港,121.50424783305172,31.411106855726256
星巴克咖啡(宝钢商场店),友谊路与牡丹江路交叉口西北50米,121.47734330102551,31.40671331318381
星巴克咖啡(长江西路店),长江西路2211号易买得长江店1层,121.43559720441391,31.333339372228615
星巴克咖啡(大华三路店),大华三路81号美隆生活广场1层A5室,121.41428815004147,31.277486335171634
星巴克咖啡(殷高西路店),殷高西路333号3-152、3-153单元,121.46834448848956,31.322702268904298
星巴克咖啡(聚丰园路店),聚丰园路91弄1号楼116-117室,121.38091300032168,31.31711347394683
星巴克咖啡(红太阳商业广场店),通河路537-1、539号红太阳商业广场1层(呼玛路口),121.44104526616245,31.338588129501467
星巴克咖啡(真华路店),真华路928号101号,121.40647215942323,31.2730887654113
星巴克咖啡(美兰湖店),罗芬路1088号世纪联华1层,121.34639784630038,31.404655673871837
星巴克咖啡(诺亚新天地),牡丹江路318号诺亚新天地1F层,121.49135068430695,31.384009962372957
星巴克咖啡(共康路店),共和新路5000弄5号绿地风尚天地广场1层,121.44043922354913,31.32355242660165
星巴克咖啡(乐购大华店),大华路518号乐购大华店1层S1、S2单元,121.40992217249632,31.272596585451836
星巴克咖啡(宝山安信店),牡丹江路1238号安信商业广场B区1层,121.4840808060446,31.394918177703424
星巴克咖啡(万达广场)(装修中),万达广场一二八纪念路988弄1号1层119号,121.44331154932357,31.325997991529785
星巴克咖啡(嘉尚坊店),嘉怡路309号嘉尚坊F1层,121.3430567860538,31.266142637731903
星巴克咖啡(中信泰富万达广场店),胜辛路447号中信泰富万达广场1层,121.24996374380886,31.332855722880566
星巴克咖啡(嘉定同济科技园店),绿苑路587号,121.20655841653377,31.28221086870674
星巴克咖啡(威隆大厦店),曹安公路1688号威隆大厦一层四单元,121.35991178275226,31.255749119383818
星巴克咖啡(华泰中心),金运路355号华泰中心,121.31560640802837,31.239808953028827
星巴克咖啡(嘉定宝龙城市广场店),阿克苏路1099号嘉定宝龙广场1层,121.25585879094062,31.348472527700658
星巴克咖啡(嘉亭荟店),墨玉南路1055号嘉亭荟城市生活广场108室,121.15727274625755,31.289406830912274
星巴克咖啡(大融城),宝安公路3386号大融城F1层131,121.27454732129276,31.33200948483586
星巴克咖啡(百联嘉定购物中心),百联嘉定购物中心1层,121.27380853670164,31.387612029433303
星巴克咖啡(台北风情街店),马陆镇白银路288号1层,121.25632993431275,31.355311027502616
星巴克咖啡(max未来店),海波路616号,121.33055971033973,31.270709739799727
星巴克咖啡(上海大众店),于田路7号2号楼1F-1单元,121.18347153083756,31.289068591714155
星巴克咖啡(乐坊广场店),金鼎路2218号乐坊精致生活广场东区1F层,121.36088375405383,31.260761571541753
星巴克咖啡(中暨大厦店),南翔镇银翔路819弄1号04单元中暨大厦,121.31488172835462,31.289949706201632
星巴克咖啡(南翔五彩城店),宝翔路801号118单元上海华润五彩城购物中心,121.3126826086826,31.313926419940007
星巴克咖啡(江桥老街店),华江公路与虞姬墩路交叉口北50米江桥老街西区F1层,121.33818294023258,31.25747719177132
星巴克咖啡(万达广场),金沙江西路1051弄江桥万达广场1层100号1100单元,121.31974876166706,31.242533822391508
星巴克咖啡(嘉实生活广场店),嘉松北路6130号,121.21551507362021,31.289605521156492
星巴克咖啡(嘉定疁城国际店),塔城路295号,121.2516106682129,31.385639035646427
星巴克咖啡(南翔店),佳通路31弄3号中冶祥腾城市广场3层(近11号线南翔站),121.3180578007519,31.298368294420094
星巴克咖啡(嘉定罗宾森店),城中路138号罗宾森购物广场1层L1-1,121.2411992800503,31.38660723812862
星巴克咖啡(沃尔玛店),临沂北路252号沃尔玛1楼,121.5138219834296,31.20551750487733
星巴克咖啡(曹路宝龙店),金海路2505号宝龙城市广场一期步行街1层,121.64835164465582,31.26833756664327
星巴克咖啡(世博源店),世博大道1368号世博源3区L1层3L130室,121.48860985779312,31.184231314648716
星巴克咖啡(正大广场),陆家嘴西路168号正大广场B2层,121.49571475927569,31.238628442557903
星巴克咖啡(世纪汇广场店),世纪大道1192号世纪汇广场LG1层002号,121.52293775144372,31.22951647463913
星巴克咖啡(高桥新城店),高桥镇夏碧路519号夏碧路莱阳路交叉路口,121.57916385957414,31.336233438531128
星巴克咖啡(新天地店)14,茉莉路225弄港城新天地A座1层,121.9019265062652,30.89696163849702
星巴克咖啡(江镇新都汇店),祝桥镇江晖路409弄D区51号新都汇广场1层,121.73511327594908,31.174888423507472
星巴克咖啡(航科大厦店),源深路92号航科大厦,121.52500640716688,31.24235211192988
星巴克咖啡15,秀浦路2555号,121.60331660307341,31.13274069922534
星巴克咖啡(中建广场店),高科西路中建广场乐荟天地1层,121.50378608036605,31.18770795043445
星巴克咖啡(LCM置汇旭辉广场),LCM置汇旭辉广场,121.5500529043701,31.245291188882614
星巴克咖啡(唐镇阳光城店),高科东路777号阳光天地商业广场1层,121.6525243589257,31.216287646717394
星巴克咖啡(外高桥店),外高桥保税区五号门台中南路68号1幢,121.60342230898162,31.31730972122021
星巴克咖啡(羽山路二店),羽山路116-118号,121.53413554557311,31.232138925814056
星巴克咖啡(东建路店),东建路209-213号,121.52894108726241,31.20418430344597
星巴克咖啡(上海浦东国际机场),迎宾大道6000号上海浦东国际机场2F层,121.80562832556238,31.156300380249316
星巴克咖啡(2049翡翠公园),荣科路280号2049翡翠公园F1层,121.60539294305283,31.18123036660182
星巴克咖啡(森兰仁恒店),东煦路与兰谷路交叉口西南50米,121.58767117477873,31.298068610277234
星巴克咖啡(成山路家乐福店),成山路1111号,121.5158864764549,31.17712449994756
星巴克咖啡(金杨第一商城店),金杨路618-628号金杨第一商城1层,121.57702568333549,31.252320621418527
星巴克咖啡(百联东郊店),沪南路2420号百联东郊购物中心F1层,121.55967784016536,31.156055042483437
星巴克咖啡(周浦绿地缤纷广场店),年家浜路238号1楼101单元,121.58977017111948,31.115859703979748
STARBUCKS COFFEE16,长岛路1156-1158号金桥翡翠坊F1层,121.5880722731311,31.263048270985934
星巴克咖啡(川沙金汇广场店),华夏东路2255号金汇广场F1层03铺,121.69135848331396,31.202263088731673
星巴克咖啡(巴黎春天百货),浦建路118号巴黎春天百货F1层,121.51518123415332,31.21075884688071
星巴克咖啡(金桥太茂店),金桥太茂广场1层,121.6043230648024,31.268796859875486
星巴克咖啡(世纪大都会B1店),福山路312号B1层07单元,121.52319339740662,31.23180310241903
星巴克咖啡(惠南禹洲商业广场店),沪南公路9936号惠南禹洲商业广场,121.73357475793017,31.042029269904187
星巴克咖啡(川沙店),川沙路5500号浦东绿地铂骊酒店1层,121.69505077340376,31.186456764077647
星巴克咖啡(上海浦东国际机场)17,迎宾大道6000号上海浦东国际机场3F层,121.80636032377107,31.153526123204475
星巴克咖啡(森宏生活广场店),长清路1200号森宏购物广场1层底商,121.48802054567317,31.15131751268377
星巴克咖啡(富都广场店),东方路1367号富都广场1层,121.52433560049667,31.214106491323573
星巴克咖啡(金桥佳邻坊店),金高路1757号佳邻坊商业中心1层,121.60595128255419,31.271265994840554
星巴克咖啡(花木plus乐坊店),芳甸路1364号大唐PLUS乐坊,121.558648418825,31.20956552154304
星巴克咖啡(富荟商业广场店),樱花路80弄1号,121.54113149383667,31.206897997451417
星巴克(上海奕欧来奥特莱斯店),申迪东路88号上海奕欧来奥特莱斯月牙畔1100,121.67484164147736,31.14114541831088
星巴克咖啡(迪士尼小镇店),国际度假区申迪西路255弄602号,121.65773877425855,31.141288988680603
星巴克咖啡(哈雷路店),哈雷路882号,121.5995208491434,31.198553996834733
星巴克咖啡(昌里路店),上南路1206,121.49042408889122,31.175481155769173
星巴克咖啡(上海浦东国际机场)18,启航路300号上海浦东国际机场3F层,121.80869347986292,31.147890245429192
星巴克咖啡(南汇工业园店),沪南公路8666弄16号研发楼1层101单元,121.68484766211763,31.03733211794952
星巴克(传奇广场),碧波路635号上海传奇104 1F24-23B室,121.58123572379435,31.203081285922803
星巴克咖啡(金领之都店),金海路1000号19号楼1层,121.61761526878689,31.264257154322586
星巴克咖啡(久金购物中心店),张杨路3918号1楼03室2楼03室,121.5769831759089,31.25791112334977
星巴克咖啡(阳光城店),启帆路与张杨北路交叉口西南100米,121.58451395559513,31.314604155413463
星巴克咖啡(万嘉广场店),东靖路1881号万嘉商业广场1层(近新行路),121.6053624922445,31.295554269272095
星巴克咖啡(高桥红坊店),外高桥保税区张杨北路5758号,121.56961347781676,31.34892789298585
星巴克咖啡(江苏大厦店),崂山东路526号江苏大厦1层,121.5192013337135,31.229578228656845
星巴克咖啡(陆家嘴国际华城店),张杨路1553号,121.5330780347126,31.236503350619746
星巴克咖啡(纳贤路店),纳贤路800号2号楼105室,121.60149209015167,31.180307504277042
星巴克咖啡(海桐路店),海桐路338号世纪联华1层(近花木路),121.54700833911238,31.211784921452576
星巴克咖啡(亿丰时代广场店),云台路800号亿丰时代广场F1层,121.50350906957608,31.164201095357818
星巴克咖啡(世界广场店),浦东南路855号世界广场1层,121.51044880651894,31.234190199392245
星巴克咖啡(佛罗伦萨小镇),卓耀路58弄127号2层206-207室,121.75978721990624,31.198241035438244
星巴克咖啡(禹州广场店),金港路299号禹州广场,121.60796055900994,31.257293887405588
星巴克咖啡(海上传奇广场店),御桥路1949号vanke2049海上传奇F1层L106,121.56743380175023,31.16114666955618
星巴克咖啡(信息大厦店),世纪大道211号上海信息大厦1层,121.50623361100527,31.237574293422018
星巴克咖啡(证大五道口店),民生路1199号证大五道口广场1号楼,121.54563749773244,31.228715152769855
星巴克咖啡(齐河路沃尔玛店),齐河路258号1层F0103单元,121.49881377987994,31.18118339363395
星巴克咖啡(夏碧路店),夏碧路261号1层3777F01042单元,121.58278065116825,31.339582262833435
星巴克咖啡(浦东机场T2店),浦东机场迎宾大道8000号T2航站楼2层,121.8043695793015,31.153045892406517
星巴克咖啡(中建大厦店),世纪大道1588号中建大厦1层102A,121.5291990813529,31.22585061150847
星巴克咖啡(鸿音广场店),南芦公路1755弄鸿音广场7号楼1-2层,121.81531652436239,30.911894303388554
星巴克咖啡(潍坊西路店),潍坊西路92号,121.51185955335006,31.22461873854589
星巴克咖啡(长泰广场店),祖冲之路1239弄6号10号楼1层05-159单元(金科路地铁站),121.59806817948403,31.207574930900357
星巴克(新大陆广场南楼),南泉北路528号新大陆广场南楼F3层,121.51449715644891,31.2312442222582
星巴克咖啡(临港豪生酒店店),Y52路附近,121.81526047947779,30.874290239360775
星巴克咖啡(27号登机口店),1号候机楼国际出发禁区商业区,121.79945828431137,31.150657816579425
星巴克咖啡(汇商大厦店),民生路1286号102、103、105单元汇商大厦1层(丁香路口),121.54496294204125,31.226759684236185
星巴克咖啡(惠南世纪联华店),惠南镇城东路384号1层(世纪联华),121.7593328378964,31.055250021981
星巴克咖啡(汇智国际店),金科路3057号汇智国际商业中心F1层,121.5970033055274,31.205926921151402
星巴克咖啡(利津路店),利津路1275号,121.58947219805647,31.283618852080963
星巴克咖啡(紫竹大厦店),芳甸路1088号紫竹国际大厦,121.55725529967984,31.213684366374423
星巴克咖啡(浦东星河湾店),锦绣路2580号星河湾商业街1号101,121.53373334607966,31.196246122927015
星巴克咖啡(唐镇恒生店),上丰路1702号唐镇恒生广场101室,121.67329409791748,31.24274795070371
星巴克咖啡(金桥国际店),张杨路3611号金桥国际商业广场2座2层,121.57487876873004,31.258845067566398
星巴克咖啡(陆家嘴公馆店),张杨路1550号陆家嘴公馆,121.53718902984994,31.236833984249607
星巴克咖啡(陆家嘴软件园二店),东方路1217号陆家嘴金融服务广场1层100单元,121.52613091922997,31.219650599033873
星巴克咖啡(上海湾店),浦东南路1138号上海湾1层,121.50928717089243,31.228809305642503
星巴克咖啡(陆家嘴世纪金融广场店),杨高南路729号陆家嘴世纪金融广场,121.53077483799537,31.21518663510614
星巴克咖啡(碧波路店),碧波路889号,121.58303435166921,31.200541434516087
星巴克咖啡(上海第一八佰伴新世纪商厦),张杨路501号上海第一八佰伴新世纪商厦F10层,121.51208785325797,31.230529639942766
星巴克咖啡(中华艺术宫店),上南路161号中华艺术宫1层序厅,121.49032179175005,31.18646330063797
星巴克咖啡(中融广场店),浦东南路1068号中融国际商城1层09A室,121.51111546901166,31.23034191409135
星巴克咖啡(晨达广场店),巨峰路1058弄1号新紫茂广场F1层,121.60508171410497,31.282032919646245
星巴克咖啡(大拇指店),芳甸路197号证大·大拇指广场1层,121.5547107009147,31.229278826702195
星巴克咖啡(联洋广场店),芳甸路300号联洋广场1层,121.5539090331124,31.228495822245122
星巴克咖啡(碧云路店),碧云路1156-1160号,121.58447573584903,31.244494340834034
星巴克咖啡(锦延路店),锦延路219号(近上海科技馆),121.53641935593062,31.218438774735382
星巴克咖啡(浦东软件园店),浦东软件园晨晖路1000号浦东软件园祖冲之园1号楼116-a室,121.59760762864813,31.20216765131805
星巴克咖啡(文峰广场店),张杨北路801号文峰广场F1层,121.58341555945451,31.273968007366047
星巴克咖啡(展想大厦店),祖冲之路2290弄展想广场1层,121.6242786644137,31.213138242021188
星巴克咖啡(张江创新园店),牛顿路350号IBM大厦1层,121.58699633826423,31.207219661293742
星巴克咖啡(科技馆地铁站店),世纪大道2002号B1层,121.54102702775958,31.221114963204776
星巴克咖啡(万达广场)19,周浦镇年家浜路518号万达广场1层156-157,121.5648182451758,31.117177003396993
星巴克咖啡(越秀大厦店),福山路388号越秀大厦101室(近浦电路),121.52653861566083,31.226884263031007
星巴克咖啡(由由世纪广场店),杨高南路428号由由世纪广场1号楼1层A单元,121.53044245922855,31.21948175768403
星巴克咖啡(金谊广场店),上南路4467弄20号中房金谊广场1层101-1室,121.5091098286058,31.14218218717724
星巴克咖啡(汤臣国贸大厦店),基隆路1号汤臣国际贸易大厦,121.58377234213064,31.352028420941664
星巴克咖啡(未来资产大厦店),陆家嘴环路166号未来资产大厦1层102室,121.49566770831733,31.237228941168738
星巴克咖啡(汇亚大厦店),陆家嘴环路1233号汇亚大厦1层大厅,121.49986334157339,31.242900927487185
星巴克咖啡(南洋商业银行大厦店),世纪大道800号南洋商业银行大厦1层,121.51015468610521,31.23522086954432
星巴克咖啡(通用电气店),张江高科技园区华佗路1号2号办公楼1层A区,121.57907961744104,31.19324085114168
星巴克咖啡(东方浮庭店),世纪大道55号世纪浮庭2层,121.49781114698469,31.240590832075757
星巴克咖啡(陆家嘴软件园店),峨山路91弄98号陆家嘴软件园1号楼1层(近东方路),121.52757751885561,31.219617384110382
星巴克咖啡(滨江店),滨江大道富都段滨江公园内(富城路名商路),121.49301918610861,31.237063079062676
星巴克咖啡(浦东嘉里城店),花木路1378号浦东嘉里城商场1层L110,121.5587792862122,31.214260465403516
星巴克咖啡(巴黎春天成山店),成山路1993号巴黎春天(成山店)F1层,121.53038951687138,31.18088454050668
星巴克(金茂时尚生活中心),世纪大道88号金茂大厦JLIFE时尚生活中心2层,121.50069979100445,31.237689797972823
星巴克咖啡(国金中心商场),世纪大道8号上海国金中心D座商场B2层,121.4980782736646,31.238649516587643
星巴克咖啡(耀华路店),世博大道1200号(梅赛德斯-奔驰文化中心1层),121.48805328828581,31.19110721910004
星巴克咖啡(花旗店),花园石桥路33号花旗集团大厦1层,121.49601004057136,31.236062502000504
星巴克咖啡(张杨路店),张杨路655号福兴大厦1层,121.51535716170376,31.23073390569767
星巴克咖啡(浦项店),世纪大道1600号陆家嘴商务广场(近浦电路),121.5302342837961,31.22588521748357
星巴克咖啡(蔡伦路店),蔡伦路780张江药谷大厦1层,121.60296747048815,31.19603507813447
星巴克咖啡(航运金融店),浦东大道720号国际航运金融大厦1层,121.52045348786262,31.24198598684645
星巴克咖啡(银城中路店),银城中路68号时代金融中心2层,121.50212844751985,31.243320500586837
星巴克咖啡(外高桥店)20,加枫路24号,121.60145786636897,31.31599697780446
星巴克咖啡(森茂店),陆家嘴环路1000号恒生银行大厦,121.50298260402582,31.24222154152283
星巴克咖啡(中惠广场店),新金桥路1088号中惠广场1层,121.60482402522909,31.255214525259998
星巴克咖啡(环球金融店),世纪大道100号上海环球金融中心商场101室,121.50335539328299,31.236851097106594
星巴克咖啡(九六广场),东方路796号九六广场F1层153,121.52047156544207,31.22985360564894
星巴克咖啡(长泰金融店),世纪大道1859号长泰金融国际大厦1层大厅,121.5303033849096,31.22722276606398
星巴克咖啡(金桥店),碧云路633号碧云国际社区碧云体育休闲中心1-2层,121.57886440138753,31.241778627196016
星巴克咖啡(正大二店),陆家嘴西路168号正大广场1层(近东方明珠),121.49569064317481,31.23897321295228
星巴克咖啡(金山枫泾古镇店),枫泾镇北大街256号,121.01227836125983,30.890888392518082
星巴克咖啡(万达广场)21,龙皓路1088号金山万达1层1002,121.32977060404647,30.75581420825943
星巴克咖啡(五福商业广场店),东风路9-11,121.16138566606702,30.894195453077533
星巴克咖啡(金山工业园区店),夏宁路818弄70号联东U谷商务中心1层,121.31021271734657,30.838345143506714
星巴克咖啡(易家中心店),城河路230号易家中心3-101,121.32332610212684,30.733262214620137
星巴克咖啡(百联金山购物中心),近郊金山区卫清西路188号百联金山购物中心1层(近松卫南路),121.34319316283685,30.734793291980214
星巴克咖啡(松江开元广场店),新松江路925号开元地中海商业广场1F层1168、1001,121.21557525615347,31.039775838765024
星巴克咖啡(松江泗泾保利店),泗泾镇泗宝路41号一层103室,121.25608217866757,31.118313296572136
星巴克咖啡(松江乐尚天地广场店),南乐路456号6幢一层3101-3102A室,121.29141327961486,31.027012484819362
星巴克咖啡(五龙广场店),光星路1399号五龙商业广场1层108单元,121.23645023782842,31.05872859037766
星巴克咖啡(飞航广场店),玉树路2559号飞航广场1幢1层159-160单元,121.20398160903264,31.011263265361475
星巴克咖啡(万达广场)22,广富林路658号万达广场F1层1031-1032,121.23967277922503,31.059988736653946
星巴克咖啡(塞纳左岸商业广场),文诚路500弄1号塞纳左岸商业广场F1层,121.21236694557953,31.034935102824612
星巴克咖啡(三湘财富广场店),梅家浜路1500弄1-40号三湘财富广场1层底商,121.22591737072896,31.055057185494334
星巴克咖啡(文诚路店),文诚路1480号新乐坊生活广馆1楼,121.1921725413573,31.031849179150008
星巴克咖啡(亚繁生活时尚广场),莘松路1266号亚繁生活时尚广场F1层,121.3449243618212,31.099193962031134
星巴克咖啡(松江大学城店),文汇路,121.21102588235564,31.051611852369973
星巴克咖啡(新理想广场),荣乐西路790号新理想广场1层14,121.1929840869644,31.018688210347445
星巴克咖啡(松江沪亭北路店),沪亭北路666-668号,121.31087064624327,31.15099064913787
星巴克咖啡(松江创新生活广场店),莘砖公路328号棕榈广场1层,121.31925555335552,31.095068250497604
星巴克咖啡(松江颐思殿广场店),松东路219号颐思殿广场1层,121.25114697577455,31.017874126523772
星巴克咖啡(乐颂坊店),松汇中路568号B座乐颂坊1层,121.23098139693676,31.007924830593094
星巴克咖啡(青浦世纪联华店),城中北路718号一幢一层F01115单元,121.10829130371904,31.160601491018472
星巴克咖啡(青浦新尚生活广场店),华志路771-789号1层102a单元,121.22170498802394,31.233306903836098
星巴克咖啡(青浦吾悦广场店),淀山湖大道吾悦广场1号门1层,121.09169709869808,31.146296546828857
星巴克咖啡(国家会展中心店),盈港东路158号D-L104,121.29883887206424,31.19127639769266
星巴克(富绅商业中心),公园东路1289号富绅商业中心F1层,121.13263935120588,31.15481387682927
星巴克咖啡(青浦城中北路店),城中北路79号附1-2层,121.10687051703704,31.149672388193046
